,doc_id,date,month,day,day_of_the_week,state,nth_speech_in_state,negative,positive,neg_positive,neg_negative,CTTR,scale,popularity,popularity_tminus1,popularity_tplus1,tfidf1,tfidf2,tfidf3,tfidf4,tfidf5,frequency,Vector1,Vector2,Vector3,Vector4,Vector5,id,docid,pop_ma7
0,text1,6/6/24,6,6,4,AZ,1,0.438415159,0.546080965,0.015503876,0,11.84260979,-0.204341836,0.475,0.475,0.475,7.567577213,7.45329144,6.931008027,6.931008027,6.511029658,0,"[0.032915148884058, -0.06351639330387115, 0.09261207282543182, 0.017531296238303185, 0.05929895490407944, -0.22570401430130005, -0.34011489152908325, 0.43911194801330566, -0.05579257756471634, 0.035439103841781616, 0.2898746728897095, 0.28897741436958313, -0.44095027446746826, 0.10358554124832153, 0.025597963482141495, 0.45637381076812744, 0.2196769267320633, 0.2750404477119446, -0.3570098280906677, -0.5150279998779297, -0.2851274609565735, 0.15673550963401794, 0.4807950258255005, 0.5394635200500488, 0.18749116361141205, 0.26675230264663696, -0.4124588072299957, 0.4738272726535797, 0.33624589443206787, -0.37066560983657837, -0.0009491956443525851, 0.22622039914131165, -0.16067641973495483, -0.004205290228128433, 0.2732997238636017, -0.18741795420646667, 0.18239904940128326, -0.18063929677009583, 0.12265170365571976, 0.05153026804327965, 0.4346528947353363, -0.2658848762512207, -0.026896456256508827, -0.0797962173819542, -0.06289692223072052, -0.7457009553909302, -0.10111497342586517, -0.16930422186851501, -0.2171085923910141, -0.10780452936887741, -0.15079046785831451, -0.423526406288147, -0.023345520719885826, 0.10388344526290894, -0.2884054481983185, 0.32569292187690735, -0.2552887499332428, -0.07809548825025558, 0.1339646279811859, 0.5083044767379761, -0.028107570484280586, -0.2871955335140228, 0.3665764629840851, 0.032962143421173096, 0.28519508242607117, 0.2885015904903412, -0.020489752292633057, 0.47928205132484436, -0.1692633330821991, -0.3744705617427826, -0.23851056396961212, -0.12931527197360992, 0.0078983623534441, 0.17611455917358398, -0.3594433665275574, 0.2790246605873108, -0.46308401226997375, -0.013459633104503155, -0.050936419516801834, -0.24689480662345886, -0.13171826303005219, -0.2229689210653305, 0.2995506823062897, 0.0050292410887777805, -0.2697758376598358, 0.187140554189682, 0.47708767652511597, 0.2749462127685547, -0.09204990416765213, 0.0598754808306694, 0.30296820402145386, -0.09492470324039459, -0.4614418148994446, 0.4092288017272949, 0.35328954458236694, 0.07085311412811279, 0.25208520889282227, -0.3277798295021057, 0.2328612506389618, -0.0773971900343895]","[0.2526029348373413, 0.0865340381860733, 0.2125345766544342, -0.46902430057525635, 0.060737017542123795, 0.27754098176956177, -0.18501603603363037, 0.24190740287303925, 0.7704667448997498, -0.10081712156534195, -0.21060951054096222, -0.06273353844881058, 0.35920295119285583, -0.48688802123069763, 0.67256098985672, -0.26862967014312744, 0.4164488911628723, 0.38615676760673523, 0.00183161033783108, -0.21819579601287842, -0.4410925805568695, -0.23753583431243896, -0.4767778515815735, 0.1914815604686737, 0.8527346253395081, 0.1747901737689972, -0.10235586762428284, 0.5927485823631287, -0.14280003309249878, -0.4620015621185303, 0.2256374955177307, 0.10865109413862228, -0.8116673231124878, 0.2103024125099182, -0.29685330390930176, -0.2735578715801239, 0.3249897062778473, -0.3178577721118927, -0.37028828263282776, -0.008612159639596939, -0.3816604018211365, 0.24322481453418732, 0.44245147705078125, 0.2834175229072571, 0.10313047468662262, -0.40357503294944763, -0.6076422929763794, 0.3353268504142761, -0.44675979018211365, 0.15715810656547546, 0.4840441048145294, 0.3826822340488434, -0.5299032330513, -0.04504605755209923, -0.08640892058610916, -0.33148181438446045, 0.6065582036972046, -0.29268112778663635, 0.09133439511060715, 0.35715243220329285, 0.09856977313756943, -0.018459947779774666, 0.36010709404945374, -0.20885920524597168, 0.2436402291059494, -0.9660702347755432, 0.11685236543416977, -0.7791821360588074, 0.4256846606731415, -0.22015027701854706, 0.16412323713302612, 0.18822678923606873, -0.4897039234638214, -0.16564515233039856, 0.22343891859054565, 0.32404831051826477, -0.2913953363895416, 0.29993441700935364, 0.05710703879594803, 0.5305733680725098, -0.5136022567749023, -0.19822755455970764, 0.07736822217702866, 0.07977035641670227, 0.3573486804962158, 0.1004510298371315, -0.21421599388122559, 0.35309526324272156, -0.2632675766944885, -0.9016082882881165, -0.8485850691795349, 0.655916690826416, 0.6073153018951416, 0.10192801803350449, 0.6608210802078247, -0.036856137216091156, -0.09343031793832779, -0.5837720036506653, 0.4052979648113251, 0.3579086363315582]","[-0.6176842451095581, 0.3707733452320099, 0.1536339819431305, 0.3411216735839844, 0.59710693359375, -0.13578739762306213, 0.6081817746162415, 0.8851658701896667, -0.10548238456249237, 0.3519076704978943, 0.002532245824113488, -0.7294737696647644, -0.2975291311740875, -0.37123116850852966, 0.04596763476729393, -0.05960661172866821, -0.38320180773735046, -0.5369824767112732, 0.2369842529296875, 0.5111098289489746, -0.7988572716712952, -0.1167203038930893, -0.6618428230285645, -0.27941131591796875, 0.08027306944131851, 0.23491933941841125, -0.35255420207977295, 0.21718339622020721, -0.10589788854122162, -0.5712884664535522, 0.007433798164129257, -0.2656609117984772, -0.24874313175678253, -0.3347610831260681, -0.25696855783462524, -0.09753727912902832, 0.6042106747627258, 0.16226547956466675, 0.17746888101100922, -0.3264554738998413, -0.06913089007139206, -0.3760753870010376, -0.5095101594924927, 0.37222009897232056, -0.3466877043247223, -0.08490651845932007, -0.274644672870636, 0.6466343402862549, -0.11160384863615036, 0.27349719405174255, 0.08200045675039291, -0.3682895004749298, 0.5447932481765747, 0.4898197054862976, -0.3210996389389038, -0.14793714880943298, 0.2590831518173218, -0.22269459068775177, -0.08177440613508224, 0.26788005232810974, 0.014996222220361233, 0.013255720026791096, 0.3042246997356415, -0.49294742941856384, 0.006366157904267311, 0.14885134994983673, -0.0692780613899231, 0.04804585129022598, -0.5101080536842346, 0.05532396212220192, -0.12795132398605347, 0.8808446526527405, 0.5356603860855103, 0.0921650156378746, -0.04428364709019661, 0.6069729328155518, -0.46542924642562866, -0.1017916351556778, 0.09388106316328049, -0.548194169998169, 0.07201755791902542, 0.1981380581855774, -0.04500824958086014, -0.5757102966308594, -0.025066176429390907, 0.26463809609413147, -0.598646879196167, -0.364192932844162, 0.4448409080505371, -0.22555334866046906, 0.3411515951156616, 0.030960356816649437, -0.27104103565216064, 0.5598098635673523, 0.04011836275458336, 0.07687102258205414, 0.013298192992806435, 0.3977690637111664, -0.21872785687446594, -0.4531610906124115]","[0.08407066017389297, 0.13433460891246796, 0.3845748007297516, -0.30001264810562134, 0.05228648707270622, -0.051689211279153824, 0.1673067957162857, 0.20274566113948822, 0.15004219114780426, -0.5338189601898193, 0.12934273481369019, 0.23161433637142181, 0.19585581123828888, -0.5486850738525391, 0.3768538236618042, 0.2537609040737152, 0.3625578284263611, -0.018927233293652534, 0.11252563446760178, 0.308307945728302, 0.025799667462706566, -0.15001077950000763, -0.6821351051330566, -0.036328330636024475, 0.40184909105300903, 0.25516000390052795, 0.06514964252710342, -0.0894821509718895, 0.1830822080373764, 0.37589699029922485, -0.33090582489967346, 0.08663783967494965, -0.14253376424312592, 0.09637762606143951, -0.24002443253993988, 0.06603743880987167, 0.4060201048851013, 0.06692174077033997, -0.048924874514341354, 0.04194655641913414, 0.39609894156455994, 0.1295705884695053, -0.4310133755207062, -0.05117889493703842, -0.2316872626543045, -0.36839616298675537, -0.16438786685466766, 0.00379397114738822, 0.19147378206253052, 0.5743109583854675, 0.3082624673843384, -0.5045166015625, -0.11171816289424896, 0.058395855128765106, 0.0910245031118393, -0.39359593391418457, -0.1008797436952591, 0.19939249753952026, 0.08122441172599792, 0.07014136761426926, -0.022830860689282417, 0.27137553691864014, 0.16775093972682953, -0.21537117660045624, 0.5421526432037354, 0.3705478012561798, 0.2715738117694855, 0.23223604261875153, -0.5374179482460022, -0.09948966652154922, -0.0778651162981987, 0.933340311050415, 0.11714024096727371, 0.08225873857736588, 0.3626582622528076, -0.11130160838365555, 0.1045355349779129, 0.3670485019683838, 0.3198561370372772, -0.16331733763217926, -0.38936057686805725, -0.17647722363471985, 0.27421143651008606, -0.19425272941589355, 0.0263403058052063, -0.3865586519241333, -0.0374642051756382, -0.23371198773384094, -0.12937569618225098, -0.3453325033187866, -0.08804836869239807, 0.1998281478881836, 0.025521181523799896, 0.3812113404273987, 0.8077058792114258, -0.3846457600593567, -0.05730187147855759, -0.06627736240625381, -0.31846097111701965, -0.13972868025302887]","[0.006044358015060425, -0.23793689906597137, 0.7501986026763916, 0.20858217775821686, 0.07853944599628448, 0.5886573791503906, -0.013074740767478943, 0.3206731975078583, 0.8342354893684387, 0.5883153676986694, -0.2050926238298416, 0.6950014233589172, 0.04184138402342796, -0.3124753534793854, 0.06926986575126648, 0.14501768350601196, -0.09420467913150787, 0.13906459510326385, 0.336804062128067, 0.6460710167884827, -0.3827192783355713, 0.1595514565706253, 0.2176809012889862, 0.30494511127471924, -0.4032023549079895, -0.09651109576225281, 0.01990402303636074, -0.1595049947500229, 0.2344275861978531, -0.20217899978160858, -0.7002559304237366, -0.21451571583747864, -0.547643780708313, 0.169813334941864, 0.01605258695781231, -0.06950635462999344, -0.3505522906780243, 0.43291884660720825, -0.015948327258229256, 0.16053731739521027, 0.45386186242103577, 0.0956735834479332, 0.2787734866142273, 0.12096419930458069, 0.04473750665783882, -0.30383777618408203, -0.36392247676849365, -0.343633770942688, -0.439262717962265, -0.24340179562568665, 1.1816174983978271, -1.0878716707229614, -0.08650854229927063, -0.06525640189647675, -0.8295961022377014, -0.24838699400424957, -0.24726323783397675, 0.25486457347869873, 0.23603756725788116, -0.5770899653434753, -0.62840336561203, 0.44262710213661194, 0.10553937405347824, 0.23086585104465485, -0.46744343638420105, 0.9226559400558472, -0.3312562108039856, 0.048899032175540924, -0.042359888553619385, -0.4606987535953522, -0.16589348018169403, 0.3337952196598053, -0.8221386075019836, -0.3408207893371582, -0.40328145027160645, -0.27755334973335266, -0.10013449192047119, 0.5740159749984741, -0.5355035066604614, 0.28087547421455383, -0.5071499943733215, -0.21567170321941376, 0.05214085802435875, -0.5336557626724243, -1.2706645727157593, 0.14102214574813843, 0.66060471534729, -0.2975142002105713, -0.6600635051727295, 0.2457696795463562, -0.07243463397026062, -0.01176497247070074, -0.11468065530061722, 0.3463097810745239, 0.6478896141052246, -0.2864295542240143, 0.9358091354370117, 0.19534021615982056, -0.1699216514825821, 0.2722027897834778]",0,text1,
1,text2,6/9/24,6,9,7,NV,1,0.519053876,0.461235217,0.014454665,0.005256242,10.96697311,-0.229202827,0.475,0.475,0.475,14.79474315,12.47581445,10.4791757,8.828840082,7.811464322,1,"[0.2526029348373413, 0.0865340381860733, 0.2125345766544342, -0.46902430057525635, 0.060737017542123795, 0.27754098176956177, -0.18501603603363037, 0.24190740287303925, 0.7704667448997498, -0.10081712156534195, -0.21060951054096222, -0.06273353844881058, 0.35920295119285583, -0.48688802123069763, 0.67256098985672, -0.26862967014312744, 0.4164488911628723, 0.38615676760673523, 0.00183161033783108, -0.21819579601287842, -0.4410925805568695, -0.23753583431243896, -0.4767778515815735, 0.1914815604686737, 0.8527346253395081, 0.1747901737689972, -0.10235586762428284, 0.5927485823631287, -0.14280003309249878, -0.4620015621185303, 0.2256374955177307, 0.10865109413862228, -0.8116673231124878, 0.2103024125099182, -0.29685330390930176, -0.2735578715801239, 0.3249897062778473, -0.3178577721118927, -0.37028828263282776, -0.008612159639596939, -0.3816604018211365, 0.24322481453418732, 0.44245147705078125, 0.2834175229072571, 0.10313047468662262, -0.40357503294944763, -0.6076422929763794, 0.3353268504142761, -0.44675979018211365, 0.15715810656547546, 0.4840441048145294, 0.3826822340488434, -0.5299032330513, -0.04504605755209923, -0.08640892058610916, -0.33148181438446045, 0.6065582036972046, -0.29268112778663635, 0.09133439511060715, 0.35715243220329285, 0.09856977313756943, -0.018459947779774666, 0.36010709404945374, -0.20885920524597168, 0.2436402291059494, -0.9660702347755432, 0.11685236543416977, -0.7791821360588074, 0.4256846606731415, -0.22015027701854706, 0.16412323713302612, 0.18822678923606873, -0.4897039234638214, -0.16564515233039856, 0.22343891859054565, 0.32404831051826477, -0.2913953363895416, 0.29993441700935364, 0.05710703879594803, 0.5305733680725098, -0.5136022567749023, -0.19822755455970764, 0.07736822217702866, 0.07977035641670227, 0.3573486804962158, 0.1004510298371315, -0.21421599388122559, 0.35309526324272156, -0.2632675766944885, -0.9016082882881165, -0.8485850691795349, 0.655916690826416, 0.6073153018951416, 0.10192801803350449, 0.6608210802078247, -0.036856137216091156, -0.09343031793832779, -0.5837720036506653, 0.4052979648113251, 0.3579086363315582]","[0.08407066017389297, 0.13433460891246796, 0.3845748007297516, -0.30001264810562134, 0.05228648707270622, -0.051689211279153824, 0.1673067957162857, 0.20274566113948822, 0.15004219114780426, -0.5338189601898193, 0.12934273481369019, 0.23161433637142181, 0.19585581123828888, -0.5486850738525391, 0.3768538236618042, 0.2537609040737152, 0.3625578284263611, -0.018927233293652534, 0.11252563446760178, 0.308307945728302, 0.025799667462706566, -0.15001077950000763, -0.6821351051330566, -0.036328330636024475, 0.40184909105300903, 0.25516000390052795, 0.06514964252710342, -0.0894821509718895, 0.1830822080373764, 0.37589699029922485, -0.33090582489967346, 0.08663783967494965, -0.14253376424312592, 0.09637762606143951, -0.24002443253993988, 0.06603743880987167, 0.4060201048851013, 0.06692174077033997, -0.048924874514341354, 0.04194655641913414, 0.39609894156455994, 0.1295705884695053, -0.4310133755207062, -0.05117889493703842, -0.2316872626543045, -0.36839616298675537, -0.16438786685466766, 0.00379397114738822, 0.19147378206253052, 0.5743109583854675, 0.3082624673843384, -0.5045166015625, -0.11171816289424896, 0.058395855128765106, 0.0910245031118393, -0.39359593391418457, -0.1008797436952591, 0.19939249753952026, 0.08122441172599792, 0.07014136761426926, -0.022830860689282417, 0.27137553691864014, 0.16775093972682953, -0.21537117660045624, 0.5421526432037354, 0.3705478012561798, 0.2715738117694855, 0.23223604261875153, -0.5374179482460022, -0.09948966652154922, -0.0778651162981987, 0.933340311050415, 0.11714024096727371, 0.08225873857736588, 0.3626582622528076, -0.11130160838365555, 0.1045355349779129, 0.3670485019683838, 0.3198561370372772, -0.16331733763217926, -0.38936057686805725, -0.17647722363471985, 0.27421143651008606, -0.19425272941589355, 0.0263403058052063, -0.3865586519241333, -0.0374642051756382, -0.23371198773384094, -0.12937569618225098, -0.3453325033187866, -0.08804836869239807, 0.1998281478881836, 0.025521181523799896, 0.3812113404273987, 0.8077058792114258, -0.3846457600593567, -0.05730187147855759, -0.06627736240625381, -0.31846097111701965, -0.13972868025302887]","[0.08407066017389297, 0.13433460891246796, 0.3845748007297516, -0.30001264810562134, 0.05228648707270622, -0.051689211279153824, 0.1673067957162857, 0.20274566113948822, 0.15004219114780426, -0.5338189601898193, 0.12934273481369019, 0.23161433637142181, 0.19585581123828888, -0.5486850738525391, 0.3768538236618042, 0.2537609040737152, 0.3625578284263611, -0.018927233293652534, 0.11252563446760178, 0.308307945728302, 0.025799667462706566, -0.15001077950000763, -0.6821351051330566, -0.036328330636024475, 0.40184909105300903, 0.25516000390052795, 0.06514964252710342, -0.0894821509718895, 0.1830822080373764, 0.37589699029922485, -0.33090582489967346, 0.08663783967494965, -0.14253376424312592, 0.09637762606143951, -0.24002443253993988, 0.06603743880987167, 0.4060201048851013, 0.06692174077033997, -0.048924874514341354, 0.04194655641913414, 0.39609894156455994, 0.1295705884695053, -0.4310133755207062, -0.05117889493703842, -0.2316872626543045, -0.36839616298675537, -0.16438786685466766, 0.00379397114738822, 0.19147378206253052, 0.5743109583854675, 0.3082624673843384, -0.5045166015625, -0.11171816289424896, 0.058395855128765106, 0.0910245031118393, -0.39359593391418457, -0.1008797436952591, 0.19939249753952026, 0.08122441172599792, 0.07014136761426926, -0.022830860689282417, 0.27137553691864014, 0.16775093972682953, -0.21537117660045624, 0.5421526432037354, 0.3705478012561798, 0.2715738117694855, 0.23223604261875153, -0.5374179482460022, -0.09948966652154922, -0.0778651162981987, 0.933340311050415, 0.11714024096727371, 0.08225873857736588, 0.3626582622528076, -0.11130160838365555, 0.1045355349779129, 0.3670485019683838, 0.3198561370372772, -0.16331733763217926, -0.38936057686805725, -0.17647722363471985, 0.27421143651008606, -0.19425272941589355, 0.0263403058052063, -0.3865586519241333, -0.0374642051756382, -0.23371198773384094, -0.12937569618225098, -0.3453325033187866, -0.08804836869239807, 0.1998281478881836, 0.025521181523799896, 0.3812113404273987, 0.8077058792114258, -0.3846457600593567, -0.05730187147855759, -0.06627736240625381, -0.31846097111701965, -0.13972868025302887]","[-0.4764457046985626, 0.1812165528535843, -0.10148722678422928, -0.013214726001024246, 0.36621201038360596, 0.07185477018356323, -0.238130122423172, 0.2561456561088562, -0.16775287687778473, 0.6031297445297241, 0.05058612301945686, 0.40674474835395813, -0.39090511202812195, -0.09906899929046631, 0.11834684759378433, 0.39983412623405457, -0.00232654414139688, -0.08175142109394073, -0.3066616654396057, 0.3836580812931061, -0.3019818961620331, 0.05478570610284805, -0.05268816277384758, -0.04360128566622734, 0.6373107433319092, -0.021752938628196716, 0.12306007742881775, 0.3547205328941345, -0.11646897345781326, -0.1715753823518753, 0.007930484600365162, -0.2777337431907654, -0.3692680597305298, 0.3516964316368103, -0.2459360510110855, -0.4876522719860077, 0.0909392312169075, 0.028727591037750244, 0.6600859761238098, 0.05748682841658592, -0.3832227885723114, 0.15260417759418488, 0.0467747338116169, -0.2862923741340637, -0.2244238704442978, 0.022512037307024002, -0.08238853514194489, 0.6444205045700073, -0.32363468408584595, -0.06111279875040054, 0.20807331800460815, -0.36358460783958435, -0.1159173920750618, -0.06163596734404564, 0.07897957414388657, -0.3482564091682434, 0.036497849971055984, -0.060660481452941895, -0.06404110044240952, -0.24023953080177307, -0.05484423786401749, -0.0033012039493769407, 0.07894478738307953, -0.36473003029823303, -0.025974083691835403, 0.020050251856446266, 0.18114715814590454, 0.3608385920524597, -0.6957210302352905, -0.17168723046779633, -0.07616013288497925, 0.6517864465713501, 0.11777046322822571, -0.11286330223083496, -0.1493169218301773, -0.35120096802711487, -0.13587023317813873, 0.1461341828107834, -0.08162660151720047, -0.09601368010044098, 0.20193026959896088, -0.3714800179004669, 0.2903682589530945, -0.07710869610309601, 0.2373874932527542, -0.20610587298870087, -0.29032787680625916, -0.0777231827378273, -0.13423927128314972, 0.18008294701576233, -0.5961586833000183, -0.22532765567302704, 0.08083110302686691, -0.08766445517539978, 0.23731696605682373, 0.28198447823524475, -0.36108699440956116, 0.3136202096939087, -0.247163787484169, -0.3942582607269287]","[-0.44684451818466187, -0.32307425141334534, 0.026578830555081367, 0.5452538728713989, 0.16109737753868103, -0.1303132325410843, 0.15645232796669006, 0.23119300603866577, -0.1563369482755661, 0.22675806283950806, 0.07354635745286942, 0.18693526089191437, -0.03400867059826851, 0.16942615807056427, 0.015212603844702244, 0.1647714525461197, -0.0025787351187318563, 0.5057823657989502, 0.18270011246204376, 0.5023095011711121, -0.24369610846042633, -0.3114619553089142, 0.5631116628646851, 0.07033897191286087, 0.1497335135936737, 0.11674493551254272, 0.138150155544281, 0.385196715593338, 0.18015746772289276, -0.20565836131572723, 0.08789780735969543, 0.3164052963256836, -0.08485233783721924, -0.3421863615512848, 0.662736713886261, -0.2570420503616333, 0.8307239413261414, 0.13245441019535065, -0.06859543919563293, 0.704479992389679, -0.25355643033981323, -0.008416958153247833, 0.4700520932674408, -0.5200842618942261, 0.0010502984514459968, 0.38631442189216614, 0.5579683780670166, 0.07856311649084091, -0.1402847319841385, -0.09767940640449524, 0.11050134897232056, -0.658187210559845, -0.06332478672266006, 0.12523560225963593, -0.13762688636779785, -0.23350074887275696, 0.0223605465143919, 0.4589990973472595, 0.058254145085811615, -0.19818587601184845, -0.33693253993988037, 0.016244081780314445, -0.38803431391716003, 0.20221194624900818, -0.2194867730140686, -0.15667879581451416, 0.11688696593046188, -0.23166117072105408, -0.6773415803909302, 0.501125156879425, -0.2202722430229187, 0.20153039693832397, 0.23745350539684296, 0.593206524848938, 0.2064688801765442, -0.1835181713104248, -0.217142716050148, -0.09109843522310257, -0.040494367480278015, -0.24967791140079498, 0.18184500932693481, -0.24339807033538818, 0.21332062780857086, -0.3536352217197418, -0.3440200388431549, -0.2792758345603943, 0.5454212427139282, 0.0400184728205204, 0.28230321407318115, 0.09988785535097122, 0.15172536671161652, 0.09890269488096237, -0.0722162202000618, -0.0406876802444458, 0.2779841423034668, 0.06806779652833939, -0.1251620203256607, -0.47783133387565613, -0.4462963938713074, 0.4142524302005768]",1,text2,
